Bacia;Campo;Estado;Contrato;Concessionária;Ind. Operadora;Percentual de Participação;Mês;Ano;Localização (Terra/Mar);Lâmina D'Água (m);°API;Data Início Produção;Data Descoberta;Área (Km²);Vol. Gás Disponível (Mm³);Produção de Petróleo (m³);Produção de Óleo (m³);Produção de Gás Total(Mm³);Produção de Gás Associado (Mm³);Produção de Gás Não Associado (Mm³);Produção de Condensado (m³);Produção de Água (m³);Vol. Gás Injetado para Armazenamento (Mm³);Vol. Queima de Gás (Mm³);Vol. Gás para Consumo (Mm³);Vol. Gás Royalties (Mm³);Vol. Circulação Gás Lift (Mm³);Vol. Gás Injetado Recup. Secundária (Mm³);Vol. Água Injetado Recup. Secundária (m³);Vol. Água Injetado Descarte (m³);Vol. Água Produzida Descartada (m³)
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;11;2020;MAR;2.269,00;27,70;05/05/2015;07/05/2013;228,891;0,00;183.431,674;183.431,674;40.559,718;40.559,718;0,00;0,00;91,909;0,00;4.105,803;7.418,695;11.452,519;0,00;29.035,219;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;05;2017;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;01;2018;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;07;2019;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;07;2017;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;02;2020;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;12;2018;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;01;2017;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;03;2021;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;-0,00;330.143,619;330.143,619;67.220,057;67.220,057;0,00;0,00;220,924;0,00;1.621,872;8.806,21;10.389,076;0,00;56.791,976;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;01;2020;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;10;2019;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;09;2022;MAR;2.269,00;28,40;05/05/2015;07/05/2013;228,891;0,00;241.127,064;241.127,064;58.075,065;58.075,065;0,00;0,00;249,867;52.491,435;511,13;5.072,501;5.559,553;0,00;0,00;127.272,467;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;06;2017;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;03;2020;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;06;2022;MAR;2.269,00;27,50;05/05/2015;07/05/2013;228,891;0,00;229.183,696;229.183,696;50.709,609;50.709,609;0,00;0,00;364,823;0,00;635,629;4.859,314;5.473,122;0,00;45.214,666;30.791,197;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;08;2022;MAR;2.269,00;28,10;05/05/2015;07/05/2013;228,891;0,00;247.242,853;247.242,853;58.375,801;58.375,801;0,00;0,00;278,199;52.534,011;925,889;4.915,901;5.816,874;0,00;0,00;105.480,819;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;01;2021;MAR;2.269,00;28,00;05/05/2015;07/05/2013;228,891;0,00;195.528,984;195.528,984;42.967,07;42.967,07;0,00;0,00;74,054;0,00;2.674,127;8.388,975;11.009,544;0,00;31.903,968;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;02;2022;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;-0,00;380.745,018;380.745,018;87.678,017;87.678,017;0,00;0,00;0,00;0,00;2.032,63;9.695,802;11.674,228;0,00;75.949,585;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;12;2016;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;02;2016;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;1.823,48;1.823,48;300,855;300,855;0,00;0,00;0,00;0,00;300,855;0,00;300,855;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;12;2019;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;12;2022;MAR;2.269,00;28,40;05/05/2015;07/05/2013;228,891;0,00;239.820,156;239.820,156;55.777,723;55.777,723;0,00;0,00;308,011;49.861,637;1.065,658;4.850,429;5.894,687;0,00;0,00;133.921,326;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;05;2018;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;04;2017;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;05;2020;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;10;2015;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;74.669,22;74.669,22;15.982,235;15.982,235;0,00;0,00;0,00;0,00;14.722,521;1.259,714;15.922,235;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;03;2019;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;06;2020;MAR;2.269,00;27,70;05/05/2015;07/05/2013;228,891;-0,00;16.497,65;16.497,65;3.889,202;3.889,202;0,00;0,00;0,00;0,00;3.889,198;0,003;3.889,202;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;04;2018;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;04;2021;MAR;2.269,00;27,80;05/05/2015;07/05/2013;228,891;-0,00;331.293,446;331.293,446;67.753,053;67.753,053;0,00;0,00;188,059;0,00;673,472;8.721,289;9.357,059;0,00;58.358,292;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;04;2016;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;01;2019;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;11;2021;MAR;2.269,00;28,02;05/05/2015;07/05/2013;228,891;-0,00;618.612,202;618.612,202;134.004,377;134.004,377;0,00;0,00;0,00;0,00;2.192,89;11.447,83;13.588,629;0,00;120.363,658;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;08;2016;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;06;2016;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;04;2020;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;08;2021;MAR;2.269,00;27,80;05/05/2015;07/05/2013;228,891;-0,00;643.541,713;643.541,713;135.873,713;135.873,713;0,00;0,00;0,00;0,00;2.835,106;10.034,148;12.825,425;0,00;123.004,46;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;11;2017;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;11;2019;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;08;2020;MAR;2.269,00;27,70;05/05/2015;07/05/2013;228,891;-0,00;102.113,927;102.113,927;23.938,044;23.938,044;0,00;0,00;54,247;0,00;23.667,824;270,22;23.938,044;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;03;2018;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;01;2016;MAR;2.269,00;27,80;05/05/2015;07/05/2013;228,891;0,00;2.035,30;2.035,30;355,79;355,79;0,00;0,00;0,00;0,00;355,79;0,00;355,79;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;06;2015;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;68.982,05;68.982,05;15.002,649;15.002,649;0,00;0,00;0,00;0,00;13.509,713;1.492,936;14.942,649;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;02;2019;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;12;2015;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;967,67;967,67;189,079;189,079;0,00;0,00;0,00;0,00;189,079;0,00;189,079;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;09;2020;MAR;2.269,00;27,80;05/05/2015;07/05/2013;228,891;-0,00;91.576,853;91.576,853;21.017,212;21.017,212;0,00;0,00;41,599;0,00;18.619,344;2.397,868;21.017,212;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;05;2015;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;66.622,87;66.622,87;14.474,51;14.474,51;0,00;0,00;0,00;0,00;13.070,288;1.404,222;14.294,51;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;10;2020;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;-0,00;137.695,821;137.695,821;31.072,469;31.072,469;0,00;0,00;90,909;0,00;7.346,245;5.581,488;12.849,447;0,00;18.144,736;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;05;2019;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;10;2017;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;03;2022;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;-0,00;387.090,348;387.090,348;82.836,216;82.836,216;0,00;0,00;0,00;0,00;1.590,531;11.320,813;12.857,005;0,00;69.924,872;62.291,375;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;12;2017;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;11;2018;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;07;2015;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;77.248,44;77.248,44;16.591,061;16.591,061;0,00;0,00;0,00;0,00;15.118,066;1.472,995;16.411,061;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;12;2020;MAR;2.269,00;27,60;05/05/2015;07/05/2013;228,891;0,00;206.312,908;206.312,908;45.865,029;45.865,029;0,00;0,00;72,496;0,00;4.219,053;8.609,005;12.771,626;0,00;33.036,972;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;07;2021;MAR;2.269,00;27,60;05/05/2015;07/05/2013;228,891;-0,00;577.315,795;577.315,795;123.017,973;123.017,973;0,00;0,00;411,599;0,00;1.155,148;10.325,157;11.431,263;0,00;111.537,668;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;03;2017;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;09;2015;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;74.859,81;74.859,81;16.033,781;16.033,781;0,00;0,00;0,00;0,00;14.707,252;1.326,529;15.973,781;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;10;2022;MAR;2.269,00;28,50;05/05/2015;07/05/2013;228,891;0,00;241.159,851;241.159,851;56.079,775;56.079,775;0,00;0,00;302,85;50.260,62;899,536;4.919,619;5.796,263;0,00;0,00;126.540,43;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;02;2023;MAR;2.269,00;28,30;05/05/2015;07/05/2013;228,891;0,00;203.220,315;203.220,315;47.353,228;47.353,228;0,00;0,00;211,30;0,00;665,698;4.193,706;4.842,458;0,00;42.493,824;102.717,663;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;10;2016;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;08;2019;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;02;2017;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;01;2023;MAR;2.269,00;28,50;05/05/2015;07/05/2013;228,891;0,00;222.010,378;222.010,378;51.225,459;51.225,459;0,00;0,00;314,436;0,00;1.100,018;4.810,458;5.884,723;0,00;45.314,983;131.715,66;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;02;2018;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;11;2015;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;25.034,45;25.034,45;5.316,587;5.316,587;0,00;0,00;0,00;0,00;4.862,782;453,805;5.316,587;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;09;2016;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;06;2019;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;10;2018;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;06;2023;MAR;2.269,00;28,10;05/05/2015;07/05/2013;228,891;0,00;205.189,911;205.189,911;48.145,293;48.145,293;0,00;0,00;222,665;0,00;522,615;4.584,82;5.091,785;0,00;43.037,858;140.925,897;0,00;222,665
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;05;2016;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;09;2019;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;08;2018;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;07;2018;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;09;2021;MAR;2.269,00;27,84;05/05/2015;07/05/2013;228,891;-0,00;629.784,194;629.784,194;134.778,181;134.778,181;0,00;0,00;0,00;0,00;1.596,82;10.487,511;12.032,712;0,00;122.693,85;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;05;2023;MAR;2.269,00;28,10;05/05/2015;07/05/2013;228,891;0,00;251.830,775;251.830,775;58.396,937;58.396,937;0,00;0,00;275,491;0,00;823,735;5.269,232;6.079,223;0,00;52.303,97;136.941,737;0,00;275,491
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;06;2018;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;09;2017;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;05;2022;MAR;2.269,00;28,00;05/05/2015;07/05/2013;228,891;0,00;266.595,538;266.595,538;58.300,962;58.300,962;0,00;0,00;11,702;0,00;814,761;5.207,986;6.000,037;0,00;52.278,215;38.563,204;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;07;2022;MAR;2.269,00;27,80;05/05/2015;07/05/2013;228,891;-0,00;232.561,66;232.561,66;55.406,318;55.406,318;0,00;0,00;235,484;49.685,067;436,964;5.284,288;5.695,01;0,00;0,00;105.198,819;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;03;2023;MAR;2.269,00;28,60;05/05/2015;07/05/2013;228,891;0,00;246.245,661;246.245,661;57.639,451;57.639,451;0,00;0,00;274,736;0,00;676,65;5.242,052;5.896,078;0,00;51.720,749;130.446,517;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;11;2022;MAR;2.269,00;28,10;05/05/2015;07/05/2013;228,891;-0,00;242.182,124;242.182,124;56.608,106;56.608,106;0,00;0,00;278,88;50.781,558;1.275,181;4.551,367;5.803,828;0,00;0,00;131.038,631;0,00;0,00
Santos;ATAPU;Rio de Janeiro;'48610012913201005';Petróleo Brasileiro S.A.;SIM;100,00;11;2016;MAR;2.269,00;27,90;05/05/2015;07/05/2013;228,891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
